,bathrooms,bedrooms,city,country,currency,daysOnZillow,homeStatus,homeStatusForHDP,homeType,imgSrc,isFeatured,isNonOwnerOccupied,isPreforeclosureAuction,isPremierBuilder,isShowcaseListing,isUnmappable,isZillowOwned,latitude,livingArea,longitude,price,priceForHDP,shouldHighlight,state,streetAddress,timeOnZillow,unit,zestimate,zipcode,zpid,listing_sub_type.is_FSBA,rentZestimate,lotAreaUnit,lotAreaValue,taxAssessedValue,datePriceChanged,priceChange,priceReduction,openHouse,listing_sub_type.is_openHouse,open_house_info.open_house_showing,newConstructionType,listing_sub_type.is_newHome,listing_sub_type.is_foreclosure,listing_sub_type.is_bankOwned,comingSoonOnMarketDate,listing_sub_type.is_comingSoon,isRentalWithBasePrice,listing_sub_type.is_forAuction,videoCount,providerListingID,group_type,priceSuffix
2136,2.0,3.0,Charlotte,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/4128958f5fed3ef6b9ee3537e9b74b6c-p_e.jpg,False,True,False,False,False,False,False,35.268738,1211.0,-80.92538,300000.0,300000.0,False,NC,1324 Eagles Landing Dr,5440742000,,298100.0,28214,6172340,True,1521.0,acres,0.16,250900.0,,,,,,,,,,,,,,,,,,
2137,3.0,3.0,Charlotte,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/b2bdef6e332b4fc976227974186a84d0-p_e.jpg,False,True,False,False,False,False,False,35.29889,1875.0,-80.90489,300000.0,300000.0,False,NC,1522 Hollow Maple Dr,16240742000,,298900.0,28216,65006062,True,1920.0,acres,0.15,310800.0,1737360000000.0,-24900.0,"$24,900 (Jan 20)",,,,,,,,,,,,,,,
2138,1.0,2.0,Charlotte,USA,USD,-1,FOR_SALE,FOR_SALE,CONDO,https://photos.zillowstatic.com/fp/791ce587b36294c7f34c913f48e447ce-p_e.jpg,False,True,False,False,False,False,False,35.235825,696.0,-80.89458,145000.0,145000.0,False,NC,3245 Minnesota Rd,13216742000,,139600.0,28208,6178532,True,1275.0,,,82016.0,1728025200000.0,-5000.0,,,,,,,,,,,,,,,,
2139,2.0,2.0,Charlotte,USA,USD,-1,FOR_SALE,FOR_SALE,CONDO,https://photos.zillowstatic.com/fp/e20770facc4433ee0cf7e487ab34f474-p_e.jpg,False,True,False,False,False,False,False,35.221886,901.0,-80.825005,315000.0,315000.0,False,NC,1208 Piedmont St #10,602342000,# 10,311000.0,28204,69572007,True,1853.0,,,305740.0,,,,,,,,,,,,,,,,,,
2140,3.0,4.0,Charlotte,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/51941c310d6cc83c4d0f9fc839f5b7dc-p_e.jpg,False,True,False,False,False,False,False,35.29977,2232.0,-80.70235,365000.0,365000.0,False,NC,2608 Yarrow Rd,861542000,,364100.0,28213,6167548,True,2143.0,acres,0.219,417700.0,,,,,,,,,,,,,,,,,,
2141,6.0,6.0,Charlotte,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/e146517579866da30491999e802b0bc9-p_e.jpg,False,True,False,False,False,False,False,35.23185,7308.0,-80.79704,3995000.0,3995000.0,False,NC,3217 Maymont Pl,12611942000,,3788600.0,28205,316665566,True,4629.0,acres,1.05,2893500.0,,,,,,,,,,,,,,,,,,
2142,2.0,3.0,Charlotte,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/1603e960bc95cbc814b7df675a6bd273-p_e.jpg,False,True,False,False,False,False,False,35.299564,1167.0,-80.79117,296000.0,296000.0,False,NC,6613 Rain Creek Way,19523942000,,296500.0,28262,51532116,True,1978.0,acres,0.185,275800.0,1729148400000.0,-1000.0,,,,,,,,,,,,,,,,
2143,3.0,4.0,Charlotte,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/0bb27722d5182b30bf2144699a730964-p_e.jpg,False,True,False,False,False,False,False,35.28807,2027.0,-80.93252,340000.0,340000.0,False,NC,516 Moss Stream Ln,1207142000,,338300.0,28214,65018851,True,2002.0,acres,0.17,339300.0,,,,,,,,,,,,,,,,,,
2144,2.0,2.0,Charlotte,USA,USD,-1,FOR_SALE,FOR_SALE,CONDO,https://photos.zillowstatic.com/fp/1895db62d7ee49f740057189c6dc61bb-p_e.jpg,False,True,False,False,False,False,False,35.246964,968.0,-80.907036,143000.0,143000.0,False,NC,1839 J Julian Ln APT D,25571942000,Apt D,,28208,6175035,True,,,,94154.0,1737619200000.0,-2000.0,"$2,000 (Jan 23)",Wed. 8am-7pm,True,"[{'open_house_end': 1738206000000, 'open_house_start': 1738166400000}, {'open_house_end': 1738292400000, 'open_house_start': 1738252800000}]",,,,,,,,,,,,
2145,2.0,4.0,Charlotte,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/ed6fa939b6ca8b2dc1d4b2d73eada0be-p_e.jpg,False,True,False,False,False,False,False,35.322224,1838.0,-80.79244,377000.0,377000.0,False,NC,3702 Sipes Ln,1120742000,,371700.0,28269,51528623,True,1938.0,acres,0.151,356100.0,,,,,,,,,,,,,,,,,,
2146,3.0,4.0,Charlotte,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/6d976e1bbffff8c723b7504be1765534-p_e.jpg,False,True,False,False,False,False,False,35.10802,2329.0,-80.97041,475000.0,475000.0,False,NC,13407 Stephendale Dr,947942000,,476300.0,28273,6307518,True,2450.0,acres,0.82,406500.0,,,,Sat. 10am-2pm,True,"[{'open_house_end': 1738447200000, 'open_house_start': 1738432800000}]",,,,,,,,,,,,
2147,3.0,4.0,Charlotte,USA,USD,-1,FOR_SALE,FOR_SALE,CONDO,https://photos.zillowstatic.com/fp/91d3285659405cc90a3b4ba1a16b218f-p_e.jpg,False,True,False,False,False,False,False,35.170944,2741.0,-80.87378,860000.0,860000.0,False,NC,5000 Baylor Dr,16931942000,,,28210,6257197,True,4212.0,acres,0.33,300000.0,,,,,,,,,,,,,,,,,,
2148,2.0,3.0,Charlotte,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/3d8034a4289a748279dc8c15cc441523-p_e.jpg,False,True,False,False,False,False,False,35.275505,1502.0,-80.95642,290000.0,290000.0,False,NC,231 Nance Rd,18314342000,,,28214,6169110,True,1852.0,acres,0.282,317000.0,1737964800000.0,-2000.0,"$2,000 (Jan 27)",,,,,,,,,,,,,,,
2149,4.0,4.0,Charlotte,USA,USD,-1,FOR_SALE,FOR_SALE,TOWNHOUSE,https://photos.zillowstatic.com/fp/9e4ebc75ad68375cc5cf13fa988c9ed0-p_e.jpg,False,True,False,False,False,False,False,35.15815,2469.0,-80.82886,450000.0,450000.0,False,NC,3500 Colony Rd APT A,3799142000,Apt A,446300.0,28211,6265547,True,3976.0,,,367924.0,,,,,,,,,,,,,,,,,,
2150,3.0,3.0,Charlotte,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/a53f1c3e57fe38756b6724f343c0f492-p_e.jpg,False,True,False,False,False,False,False,35.319187,1420.0,-80.80765,307000.0,307000.0,False,NC,4438 Cochran Farm Ln,4231142000,,304700.0,28269,65020729,True,1714.0,acres,0.103,290600.0,1734508800000.0,-37000.0,"$37,000 (Dec 18)",,,,,,,,,,,,,,,
2151,3.0,4.0,Charlotte,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/ea735321a48114dc2380f4bafc699783-p_e.jpg,False,True,False,False,False,False,False,35.068928,3336.0,-80.83016,760000.0,760000.0,False,NC,6416 Red Maple Dr,8464742000,,748000.0,28277,6316179,True,2962.0,acres,0.257,608000.0,,,,,,,,,,,,,,,,,,
2152,1.0,2.0,Charlotte,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/7e6e0c31ac03492490426992862b80bb-p_e.jpg,False,True,False,False,False,False,False,35.30987,761.0,-80.80666,195000.0,195000.0,False,NC,5825 Greene St,11661542000,,190300.0,28269,6158024,True,1245.0,acres,0.11,112300.0,1737705600000.0,-10000.0,"$10,000 (Jan 24)",,,,,,,,,,,,,,,
2153,2.0,4.0,Charlotte,USA,USD,-1,FOR_SALE,FOR_SALE,MULTI_FAMILY,https://photos.zillowstatic.com/fp/3c5b5a693dbb7ee6b4bfa5847ba0365c-p_e.jpg,False,True,False,False,False,False,False,35.193546,1308.0,-80.79974,310000.0,310000.0,False,NC,3551 Marvin Rd,1725542000,,307000.0,28211,6248070,True,1511.0,acres,0.14,322500.0,1737446400000.0,-10000.0,"$10,000 (Jan 21)",,,,,,,,,,,,,,,
2154,3.0,4.0,Charlotte,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/8f61509592d355a91d8b772a07f209e0-p_e.jpg,False,True,False,False,False,False,False,35.03238,2613.0,-80.825645,759000.0,759000.0,False,NC,14021 Eldon Dr,1120742000,,745800.0,28277,65040235,True,2912.0,acres,0.25,566300.0,,,,,,,,,,,,,,,,,,
2155,3.0,4.0,Charlotte,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/f8f23c2b33393e381335f09480b68854-p_e.jpg,False,True,False,False,False,False,False,35.32619,2192.0,-80.961945,384900.0,384900.0,False,NC,2637 Winding River Dr,10797542000,,384500.0,28214,65035279,True,2142.0,acres,0.2,387000.0,1737100800000.0,-15000.0,"$15,000 (Jan 17)",,,,,,,,,,,,,,,
2156,3.0,4.0,Charlotte,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/7c946be3bd93841902cf7cdbf73215b0-p_e.jpg,False,True,False,False,False,False,False,35.13108,2713.0,-80.762665,770000.0,770000.0,False,NC,200 Kimrod Ln,6909542000,,752100.0,28270,6300788,True,3043.0,acres,0.52,479200.0,1737014400000.0,-29900.0,"$29,900 (Jan 16)",,,,,,,,,,,,,,,
2157,3.0,4.0,Charlotte,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/b804a21255e05e01b79c2c589183900a-p_e.jpg,False,True,False,False,False,False,False,35.148052,2037.0,-80.871925,593000.0,593000.0,False,NC,1601 Lyndale Pl,775142000,,,28210,6259575,True,,acres,0.3094,455200.0,,,,Thu. 8am-7pm,True,"[{'open_house_end': 1738292400000, 'open_house_start': 1738252800000}, {'open_house_end': 1738378800000, 'open_house_start': 1738339200000}, {'open_house_end': 1738465200000, 'open_house_start': 1738425600000}, {'open_house_end': 1738551600000, 'open_house_start': 1738512000000}]",,,,,,,,,,,,
2158,3.0,5.0,Charlotte,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/8b6d186153924a3713784cd5543a1879-p_e.jpg,False,True,False,False,False,False,False,35.243176,2530.0,-80.72267,450000.0,450000.0,False,NC,7100 Leesburg Rd,602342000,,442500.0,28215,6208075,True,2384.0,acres,0.476,370600.0,,,,,,,,,,,,,,,,,,
2159,3.0,5.0,Charlotte,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/76efcf1e9ccdbe005a50a94ffa401db3-p_e.jpg,False,True,False,False,False,False,False,35.161774,2090.0,-80.86731,600000.0,600000.0,False,NC,5220 Seacroft Rd,15808742000,,610300.0,28210,6258225,True,2617.0,acres,0.23,510400.0,1737100800000.0,-15000.0,"$15,000 (Jan 17)",,,,,,,,,,,,,,,
2160,1.0,2.0,Charlotte,USA,USD,-1,FOR_SALE,FOR_SALE,CONDO,https://photos.zillowstatic.com/fp/9ea260258e688719f0bfa2f4f7dfbdf3-p_e.jpg,False,True,False,False,False,False,False,35.20395,789.0,-80.81914,379000.0,379000.0,False,NC,102 Colville Rd APT 51C,775142000,Apt 51C,369100.0,28207,6246576,True,1680.0,acres,2.526,227603.0,,,,,,,,,,,,,,,,,,
2161,3.0,3.0,Charlotte,USA,USD,-1,FOR_SALE,FOR_SALE,CONDO,https://photos.zillowstatic.com/fp/52b387a19148d4c2c4a7189dd81811c6-p_e.jpg,False,True,False,False,False,False,False,35.245956,1221.0,-80.88183,210000.0,210000.0,False,NC,1020 Beaugard Dr,23584742000,,208000.0,28208,65037559,True,1804.0,,,187026.0,1735804800000.0,-19000.0,"$19,000 (Jan 2)",,,,,,,,,,,,,,,
2162,3.0,3.0,Charlotte,USA,USD,-1,FOR_SALE,FOR_SALE,TOWNHOUSE,https://photos.zillowstatic.com/fp/ac89b7d8d09f18b2b91926f8cf803645-p_e.jpg,False,True,False,False,False,False,False,35.247894,1291.0,-80.90763,265000.0,265000.0,False,NC,1750 J Julian Ln,861542000,,263700.0,28208,83971468,,1289.0,acres,0.06,40000.0,,,,,,,NEW_CONSTRUCTION_TYPE_OTHER,True,,,,,,,,,,
2163,3.0,4.0,Charlotte,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/c96f816c8ac6eeb3f3f079f8ab1dc302-p_e.jpg,False,True,False,False,False,False,False,35.233215,1816.0,-80.68468,349900.0,349900.0,False,NC,6908 Agava Ln,775142000,,348700.0,28215,167057518,True,2097.0,acres,0.12,345100.0,,,,,,,,,,,,,,,,,,
2164,2.0,3.0,Charlotte,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/ad399d49c2dfaa3823f1d8a9e6c6777c-p_e.jpg,False,True,False,False,False,False,False,35.14702,2075.0,-80.83561,815000.0,815000.0,False,NC,4720 Aspen Ct,4144742000,,808100.0,28210,6265640,True,2339.0,acres,0.29,682000.0,1738051200000.0,-75000.0,"$75,000 (Jan 28)",,,,,,,,,,,,,,,
2165,6.0,6.0,Charlotte,USA,USD,-1,FOR_SALE,FOR_SALE,MULTI_FAMILY,https://photos.zillowstatic.com/fp/497195b27bf810566389160680bf4385-p_e.jpg,False,True,False,False,False,False,False,35.301598,4446.0,-80.98304,725000.0,725000.0,False,NC,208 & 212 Pawley Dr,4922342000,,722700.0,28214,443140835,,,acres,0.38,,1737705600000.0,-25000.0,"$25,000 (Jan 24)",,,,NEW_CONSTRUCTION_TYPE_OTHER,True,,,,,,,,,,
2166,3.0,3.0,Charlotte,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/499e03d23d89bb199e3ca73508251290-p_e.jpg,False,True,False,False,False,False,False,35.22901,2825.0,-80.62907,796000.0,796000.0,False,NC,13306 Graymist Dr,1725542000,,793300.0,28215,6215395,,2764.0,acres,0.66,82300.0,1737619200000.0,1000.0,,,,,BUILDER_SPEC,True,,,,,,,,,,
2167,4.0,3.0,Charlotte,USA,USD,-1,FOR_SALE,FOR_SALE,TOWNHOUSE,https://photos.zillowstatic.com/fp/5b38fddb5c9cbaca10a456159206eb06-p_e.jpg,False,True,False,False,False,False,False,35.054474,2173.0,-80.85331,469900.0,469900.0,False,NC,14021 Labeau Ave,515942000,,465100.0,28277,65030077,True,2684.0,acres,0.03,408000.0,,,,,,,,,,,,,,,,,,
2168,3.0,3.0,Charlotte,USA,USD,-1,FOR_SALE,FOR_SALE,TOWNHOUSE,https://photos.zillowstatic.com/fp/7c9e6c53b78301e297750f2d1a713f2e-p_e.jpg,False,True,False,False,False,False,False,35.042645,2740.0,-80.80608,559000.0,559000.0,False,NC,12111 Frogs Leap Ct,429542000,,553000.0,28277,65030752,True,2771.0,acres,0.07,452500.0,,,,,,,,,,,,,,,,,,
2169,5.0,4.0,Charlotte,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/0dd23b3852ef61aa8982995b9ace05fa-p_e.jpg,False,True,False,False,False,False,False,35.116207,4074.0,-80.7809,805000.0,805000.0,False,NC,2545 Rea Rd,7773542000,,,28226,65010381,True,4886.0,acres,0.43,741700.0,1737964800000.0,-10000.0,"$10,000 (Jan 27)",,,,,,,,,,,,,,,
2170,3.0,4.0,Charlotte,USA,USD,-1,FOR_SALE,FOR_SALE,TOWNHOUSE,https://photos.zillowstatic.com/fp/7ddc75ae55cf2d1cf3277e9abb922623-p_e.jpg,False,True,False,False,False,False,False,35.25817,1893.0,-80.959366,299999.0,299999.0,False,NC,8138 Paw Club Dr,1207142000,,297900.0,28214,249015429,True,2343.0,acres,0.14,324700.0,,,,,,,,,,,,,,,,,,
2171,2.0,3.0,Charlotte,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/020d6e3a8a8b445154812935d8fda897-p_e.jpg,False,True,False,False,False,False,False,35.090137,1854.0,-80.83806,499900.0,499900.0,False,NC,6100 Carpenter Dr,4144742000,,494000.0,28226,6297034,True,2757.0,acres,0.35,396000.0,1736841600000.0,-19100.0,"$19,100 (Jan 14)",,,,,,,,,,,,,,,
2172,3.0,4.0,Charlotte,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/c038742296c48a6d28fbcf75cc3f1140-p_e.jpg,False,True,False,False,False,False,False,35.070137,2880.0,-80.8556,630000.0,630000.0,False,NC,11429 Spreading Oak Ln,7773542000,,619800.0,28226,6311231,True,3280.0,acres,0.57,411100.0,1733212800000.0,-57000.0,"$57,000 (Dec 3)",,,,,,,,,,,,,,,
2173,3.0,3.0,Charlotte,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/20ff1199014527b00baa29db5d6b6567-p_e.jpg,False,True,False,False,False,False,False,35.142567,1552.0,-80.94394,375000.0,375000.0,False,NC,2842 Emerald Meadow Ln,515943000,,371600.0,28273,6285814,True,1959.0,acres,0.291,336200.0,,,,Sun. 2-4pm,True,"[{'open_house_end': 1738540800000, 'open_house_start': 1738533600000}]",,,,,,,,,,,,
2174,3.0,3.0,Charlotte,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/070976c77f697275d5d53fb239b2d0e7-p_e.jpg,False,True,False,False,False,False,False,35.2288,1740.0,-80.68614,320000.0,320000.0,False,NC,13406 Tartarian Ct,1898343000,,318200.0,28215,65025368,True,1778.0,acres,0.08,311000.0,,,,,,,,,,,,,,,,,,
2175,4.0,4.0,Charlotte,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/85e0dbbbd0444433cdca09a37eab0feb-p_e.jpg,False,True,False,False,False,False,False,35.07052,3368.0,-80.8246,750000.0,750000.0,False,NC,10601 Newberry Park Ln,13475943000,,747700.0,28277,6315181,True,3370.0,acres,0.14,596700.0,1733472000000.0,-29900.0,"$29,900 (Dec 6)",,,,,,,,,,,,,,,
2176,2.0,3.0,Charlotte,USA,USD,-1,FOR_SALE,FOR_SALE,TOWNHOUSE,https://photos.zillowstatic.com/fp/93074f9909f87ff7c0b80ef43019cd56-p_e.jpg,False,True,False,False,False,False,False,35.331036,1582.0,-80.80705,295000.0,295000.0,False,NC,6078 Bobcat Pl,1725543000,,292200.0,28269,6159017,True,1893.0,,,240400.0,,,,,,,,,,,,,,,,,,
2177,2.0,2.0,Charlotte,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/98680fc7ef7f9b7bb60c82cc900248af-p_e.jpg,False,True,False,False,False,False,False,35.30028,973.0,-80.842606,254000.0,254000.0,False,NC,6201 Sunbridge Ct,7946343000,,251600.0,28269,6157218,True,1479.0,acres,0.24,225600.0,1737964800000.0,-2000.0,"$2,000 (Jan 27)",,,,,,,,,,,,,,,
2178,3.0,4.0,Charlotte,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/3190e6d9e4edde5b0e9db48c79d51e1c-p_e.jpg,False,True,False,False,False,False,False,35.15536,2029.0,-80.7677,470000.0,470000.0,False,NC,6800 Morganford Rd,6045543000,,478700.0,28211,6274810,True,2597.0,acres,0.32,426000.0,1738137600000.0,-15000.0,"$15,000 (Jan 29)",,,,,,,,,,,,,,,
2179,2.0,4.0,Charlotte,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/b9a1911fd0795c157e1cc8826a692ad4-p_e.jpg,False,True,False,False,False,False,False,35.260803,2060.0,-80.85596,285000.0,285000.0,False,NC,1808 Taylor Ave,4231143000,,282700.0,28216,6180358,True,2163.0,acres,0.12,24800.0,1737014400000.0,-45000.0,"$45,000 (Jan 16)",,,,,,,,,,,,,,,
2180,1.0,2.0,Charlotte,USA,USD,-1,FOR_SALE,FOR_SALE,CONDO,https://photos.zillowstatic.com/fp/5fa6432434bd2fc64adbf696b5bcfefa-p_e.jpg,False,True,False,False,False,False,False,35.25021,817.0,-80.77207,185000.0,185000.0,False,NC,5009 Highlake Dr,83943000,,,28215,6197993,True,,,,160153.0,,,,,,,,,,,,,,,,,,
2181,1.0,2.0,Charlotte,USA,USD,-1,FOR_SALE,FOR_SALE,CONDO,https://photos.zillowstatic.com/fp/0e2942be01bb5bbe772a59a7813a7917-p_e.jpg,False,True,False,False,False,False,False,35.25163,848.0,-80.772934,175000.0,175000.0,False,NC,4818 Highlake Dr,83943000,,,28215,6198007,True,,,,159803.0,,,,,,,,,,,,,,,,,,
2182,10.0,7.0,Charlotte,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/ffb66852251120be1952a250599621d2-p_e.jpg,False,True,False,False,False,False,False,35.148037,14843.0,-80.81832,13250000.0,13250000.0,False,NC,4536 Fox Brook Ln,17795943000,,12174700.0,28211,6269221,True,35393.0,acres,1.27,5400000.0,,,,,,,,,,,,,,,,,,
2183,4.0,5.0,Charlotte,USA,USD,-1,FOR_SALE,FOR_SALE,MANUFACTURED,https://photos.zillowstatic.com/fp/cbb0a5557703b301ba1b30134550cd6d-p_e.jpg,False,True,False,False,False,False,False,35.07223,4558.0,-80.81847,1050000.0,1050000.0,False,NC,6926 Linkside Ct,688743000,,1035900.0,28277,6319957,True,4099.0,acres,0.17,722900.0,,,,,,,,,,,,,,,,,,
2184,3.0,4.0,Charlotte,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/39243ad53dd3f444e3a01f69f6f2681f-p_e.jpg,False,True,False,False,False,False,False,35.34541,2020.0,-80.775856,365000.0,365000.0,False,NC,10006 White Cascade Dr,688743000,,362600.0,28269,6140804,True,2194.0,acres,0.27,349400.0,,,,,,,,,,,,,,,,,,
2185,6.0,5.0,Charlotte,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/7122773585c98108c16721ef1464615d-p_e.jpg,False,True,False,False,False,False,False,35.14307,9757.0,-81.04316,5000000.0,5000000.0,False,NC,13702 Sage Thrasher Ln,9069543000,,4791400.0,28278,69573139,True,6720.0,acres,3.92,4752400.0,,,,,,,,,,,,,,,,,,
2186,1.0,2.0,Charlotte,USA,USD,-1,FOR_SALE,FOR_SALE,CONDO,https://photos.zillowstatic.com/fp/d1604763815fcd3817f55395d89946e5-p_e.jpg,False,True,False,False,False,False,False,35.169186,829.0,-80.84508,285000.0,285000.0,False,NC,512 Wakefield Dr,515943000,,,28209,446203061,True,,,,,,,,Sat. 1-3pm,True,"[{'open_house_end': 1738450800000, 'open_house_start': 1738443600000}]",,,,,,,,,,,,
2187,3.0,4.0,Charlotte,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/47f9b5344a4679d4d38984bc10a2c442-p_e.jpg,False,True,False,False,False,False,False,35.081367,1520.0,-80.86425,459990.0,459990.0,False,NC,11116 Vista Canyon Dr,6131943000,,443600.0,28226,6310949,True,3631.0,acres,0.25,303900.0,,,,,,,,,,,,,,,,,,
2188,2.0,2.0,Charlotte,USA,USD,-1,FOR_SALE,FOR_SALE,CONDO,https://photos.zillowstatic.com/fp/1996f399a5a6d233240db15b528c8884-p_e.jpg,False,True,False,False,False,False,False,35.152775,1079.0,-80.83998,425000.0,425000.0,False,NC,4620 Piedmont Row Dr UNIT 608,429543000,Unit 608,420700.0,28210,80464492,True,2012.0,,,267571.0,,,,,,,,,,,,,,,,,,
2189,11.0,3.0,Charlotte,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/2a78b88ff8d0dce0843849380392fb8a-p_e.jpg,False,True,False,False,False,False,False,35.24916,1020.0,-80.788055,294500.0,294500.0,False,NC,4032 Dinglewood Ave,775143000,,302300.0,28205,6192302,,1941.0,acres,0.18,210200.0,,,,,,,,,True,,,,,,,,,
2190,3.0,3.0,Charlotte,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/410b3d898d27da20b18554c2f147fe1d-p_e.jpg,False,True,False,False,False,False,False,35.313618,1350.0,-80.815605,289500.0,289500.0,False,NC,5137 Grays Ridge Dr,4749543000,,288300.0,28269,65044931,True,1777.0,acres,0.1,268300.0,1735891200000.0,-5500.0,"$5,500 (Jan 3)",,,,,,,,,,,,,,,
2191,10.0,6.0,Charlotte,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/1079666bb2a7c2f6d188ffb1671f280c-p_e.jpg,False,True,False,False,False,False,False,35.133007,9852.0,-81.03057,4800000.0,4800000.0,False,NC,9044 Island Point Rd,22893543000,,4985100.0,28278,89696919,True,4903.0,acres,7.058,4138400.0,1738051200000.0,-500000.0,"$500,000 (Jan 28)",,,,,,,,,,,,,,,
2192,3.0,5.0,Charlotte,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/967484ac4e340f940558b08c21da0021-p_e.jpg,False,True,False,False,False,False,False,35.108727,2416.0,-80.96547,450000.0,450000.0,False,NC,11334 Longhedge Ln,11747943000,,444100.0,28273,6308258,True,2495.0,acres,0.36,372700.0,1728975600000.0,-10000.0,,,,,,,,,,,,,,,,
2193,3.0,3.0,Charlotte,USA,USD,-1,FOR_SALE,FOR_SALE,TOWNHOUSE,https://photos.zillowstatic.com/fp/f4bf066a058573202395622704c061d1-p_e.jpg,False,True,False,False,False,False,False,35.05008,2127.0,-80.766815,620000.0,620000.0,False,NC,7520 Waverly Walk Ave,688743000,,614500.0,28277,249018697,True,2762.0,acres,0.04,505800.0,,,,,,,,,,,,,,,,,,
2194,4.0,4.0,Charlotte,USA,USD,-1,FOR_SALE,FOR_SALE,TOWNHOUSE,https://photos.zillowstatic.com/fp/f8c284c9165f4727f6853aa40cfc19d5-p_e.jpg,False,True,False,False,False,False,False,35.051266,2366.0,-80.78035,650000.0,650000.0,False,NC,11645 Red Rust Ln,1207143000,,646200.0,28277,249020045,True,2971.0,acres,0.049,564800.0,,,,Sat. 1-3pm,True,"[{'open_house_end': 1738450800000, 'open_house_start': 1738443600000}, {'open_house_end': 1738540800000, 'open_house_start': 1738533600000}]",,,,,,,,,,,,
